CustomerID,FirstName,LastName,MoneyAvailable,ConcertsPurchased,TicketMinerMembership,Username,Password,MoneySaved
98,Maria,Zuany,5593.13,0,false,zuanymaria,Fun!23,0.0
187,Renee,Zimmerman,4359.88,0,false,zimmermanrenee,Fun!23,0.0
273,Karen,Zhang,1646.09,0,false,zhangkaren,Fun!23,0.0
165,Philip,Zamora,5347.49,0,true,zamoraphilip,Fun!23,0.0
231,Kelly,Yu,3371.79,0,false,yukelly,Fun!23,0.0
1031,Lisa,Yu,4842.31,0,false,yulisa,Fun!23,0.0
465,Trevor,Young,5846.34,0,true,youngtrevor,Fun!23,0.0
645,Crystal,Young,2946.94,0,false,youngcrystal,Fun!23,0.0
708,Julia,Young,5129.0,0,false,youngjulia,Fun!23,0.0
827,Maria,Young,3798.26,0,true,youngmaria,Fun!23,0.0
138,Paula,Wyatt,3267.76,0,false,wyattpaula,Fun!23,0.0
266,Robert,Wu,4872.05,0,false,wurobert,Fun!23,0.0
256,Christopher,Wright,4748.17,0,false,wrightchristopher,Fun!23,0.0
262,David,Wright,4442.7,0,false,wrightdavid,Fun!23,0.0
443,Raymond,Woodward,1370.25,0,false,woodwardraymond,Fun!23,0.0
474,George,Wood,4748.45,0,false,woodgeorge,Fun!23,0.0
489,Michelle,Wood,6442.21,0,false,woodmichelle,Fun!23,0.0
336,Jason,Wolfe,3846.49,0,true,wolfejason,Fun!23,0.0
364,William,Wolf,4680.47,0,true,wolfwilliam,Fun!23,0.0
97,Zachary,Wittmann,6241.99,0,false,wittmannzachary,Fun!23,0.0
879,Bryan,Wise,6305.61,0,false,wisebryan,Fun!23,0.0
173,Justin,Wilson,2182.89,0,true,wilsonjustin,Fun!23,0.0
333,Cheryl,Wilson,2520.94,0,true,wilsoncheryl,Fun!23,0.0
339,Jordan,Wilson,1582.66,0,false,wilsonjordan,Fun!23,0.0
367,Robert,Wilson,1951.45,0,true,wilsonrobert,Fun!23,0.0
574,Corey,Wilson,3081.38,0,true,wilsoncorey,Fun!23,0.0
855,Robin,Wilson,6112.9,0,false,wilsonrobin,Fun!23,0.0
859,Alexander,Wilson,2594.37,0,true,wilsonalexander,Fun!23,0.0
918,Kelly,Wilson,3045.22,0,true,wilsonkelly,Fun!23,0.0
383,Jeremiah,Williamson,4767.08,0,false,williamsonjeremiah,Fun!23,0.0
711,Wesley,Williamson,4074.94,0,false,williamsonwesley,Fun!23,0.0
841,Michael,Williamson,1155.35,0,true,williamsonmichael,Fun!23,0.0
102,Dana,Williams,1980.42,0,false,williamsdana,Fun!23,0.0
171,Jennifer,Williams,1182.72,0,true,williamsjennifer,Fun!23,0.0
285,Michael,Williams,4631.38,0,true,williamsmichael,Fun!23,0.0
350,Denise,Williams,3742.32,0,true,williamsdenise,Fun!23,0.0
394,Jacob,Williams,1963.79,0,true,williamsjacob,Fun!23,0.0
896,Stephanie,Williams,5427.97,0,true,williamsstephanie,Fun!23,0.0
1016,Laura,Williams,3358.22,0,false,williamslaura,Fun!23,0.0
454,Ryan,Wilkins,5818.45,0,true,wilkinsryan,Fun!23,0.0
777,Brandy,Wilkerson,2100.55,0,false,wilkersonbrandy,Fun!23,0.0
411,Ashley,Wilcox,1233.58,0,false,wilcoxashley,Fun!23,0.0
798,Hector,Whitney,3025.17,0,true,whitneyhector,Fun!23,0.0
193,Michael,White,3740.42,0,true,whitemichael,Fun!23,0.0
422,John,White,2655.83,0,true,whitejohn,Fun!23,0.0
610,Shannon,White,5010.31,0,true,whiteshannon,Fun!23,0.0
846,Victoria,White,3637.41,0,true,whitevictoria,Fun!23,0.0
356,Christina,Wheeler,4478.62,0,false,wheelerchristina,Fun!23,0.0
378,Natasha,Wheeler,6252.71,0,false,wheelernatasha,Fun!23,0.0
990,Sara,West,1468.5,0,true,westsara,Fun!23,0.0
570,Joel,Welch,1715.74,0,true,welchjoel,Fun!23,0.0
144,Jeffrey,Weiss,3510.0,4,true,weissjeffrey,Fun!23,16.04
331,Lindsay,Webster,5313.04,0,true,websterlindsay,Fun!23,0.0
517,Tami,Weaver,4618.86,0,false,weavertami,Fun!23,0.0
564,Brittany,Weaver,6233.86,0,false,weaverbrittany,Fun!23,0.0
740,Allison,Weaver,3261.25,0,false,weaverallison,Fun!23,0.0
96,Walter,Wawra,5706.89,0,false,wawrawalter,Fun!23,0.0
534,Robin,Watson,3658.66,0,true,watsonrobin,Fun!23,0.0
623,Vanessa,Watson,4453.05,0,true,watsonvanessa,Fun!23,0.0
924,James,Watson,1280.43,0,true,watsonjames,Fun!23,0.0
979,Tammy,Waters,4360.49,0,true,waterstammy,Fun!23,0.0
892,Mark,Washington,5737.53,6,true,washingtonmark,Fun!23,18.48
964,Ryan,Washington,5166.79,0,false,washingtonryan,Fun!23,0.0
958,Robert,Wang,4942.75,0,false,wangrobert,Fun!23,0.0
270,Leroy,Walters,3271.18,0,false,waltersleroy,Fun!23,0.0
632,Michelle,Walsh,3248.86,0,true,walshmichelle,Fun!23,0.0
889,Brett,Wallace,4589.46,0,false,wallacebrett,Fun!23,0.0
126,Crystal,Walker,1359.19,0,false,walkercrystal,Fun!23,0.0
178,Christina,Walker,2432.8,0,true,walkerchristina,Fun!23,0.0
287,Mario,Walker,2413.11,0,true,walkermario,Fun!23,0.0
552,Angela,Walker,4773.1,0,false,walkerangela,Fun!23,0.0
681,Ashley,Walker,1462.25,0,false,walkerashley,Fun!23,0.0
968,Miranda,Walker,3137.89,0,false,walkermiranda,Fun!23,0.0
161,Marissa,Wagner,2220.15,0,true,wagnermarissa,Fun!23,0.0
223,Bridget,Wagner,3256.39,0,false,wagnerbridget,Fun!23,0.0
1034,Timothy,Wagner,2532.12,0,true,wagnertimothy,Fun!23,0.0
307,Stephen,Villegas,3100.97,2,true,villegasstephen,Fun!23,11.35
891,Christina,Villanueva,2985.89,0,true,villanuevachristina,Fun!23,0.0
928,Donald,Villanueva,2740.61,3,false,villanuevadonald,Fun!23,0.0
544,Sherri,Velasquez,2106.21,3,false,velasquezsherri,Fun!23,0.0
95,Javier,Vazquez,5585.67,3,true,vazquezjavier,Fun!23,0.25
198,Eric,Vazquez,1004.51,0,false,vazquezeric,Fun!23,0.0
155,Rachel,Vasquez,5287.02,0,true,vasquezrachel,Fun!23,0.0
158,Richard,Vargas,4750.28,0,true,vargasrichard,Fun!23,0.0
551,Amanda,Vang,1069.77,0,false,vangamanda,Fun!23,0.0
94,Martin,Vallecillo,1869.13,0,true,vallecillomartin,Fun!23,0.0
554,Brandy,Valenzuela,2875.3,0,true,valenzuelabrandy,Fun!23,0.0
93,Angel,UrbinaAraiza,1315.67,0,false,urbinaaraizaangel,Fun!23,0.0
743,Christopher,Underwood,3066.91,4,true,underwoodchristopher,Fun!23,16.04
448,April,Turner,3182.72,3,true,turnerapril,Fun!23,16.65
831,Tanya,Turner,4633.94,0,false,turnertanya,Fun!23,0.0
239,Joanna,Trevino,2633.93,0,false,trevinojoanna,Fun!23,0.0
401,Donna,Travis,1767.82,0,true,travisdonna,Fun!23,0.0
421,Zachary,Tran,5202.58,0,true,tranzachary,Fun!23,0.0
555,Courtney,Tran,3529.72,0,false,trancourtney,Fun!23,0.0
647,Donald,Tran,4579.71,0,true,trandonald,Fun!23,0.0
851,Kevin,Tran,3194.39,0,false,trankevin,Fun!23,0.0
153,Richard,Torres,2899.34,0,true,torresrichard,Fun!23,0.0
354,Caroline,Torres,2117.0,0,true,torrescaroline,Fun!23,0.0
521,Colleen,Torres,5832.82,0,false,torrescolleen,Fun!23,0.0
592,Andrew,Torres,1856.74,0,false,torresandrew,Fun!23,0.0
762,Elizabeth,Torres,5350.06,0,true,torreselizabeth,Fun!23,0.0
349,Ricky,Thompson,3945.06,0,false,thompsonricky,Fun!23,0.0
405,Krystal,Thompson,5995.36,0,false,thompsonkrystal,Fun!23,0.0
735,Nathan,Thompson,1246.66,2,false,thompsonnathan,Fun!23,0.0
817,Megan,Thompson,2852.16,0,false,thompsonmegan,Fun!23,0.0
838,Mark,Thompson,1706.38,0,true,thompsonmark,Fun!23,0.0
267,Karen,Thomas,3028.76,0,true,thomaskaren,Fun!23,0.0
274,David,Thomas,2400.64,0,true,thomasdavid,Fun!23,0.0
445,Samantha,Thomas,5548.43,0,false,thomassamantha,Fun!23,0.0
785,Michael,Thomas,1046.92,0,false,thomasmichael,Fun!23,0.0
1013,Tammy,Thomas,3460.7,0,false,thomastammy,Fun!23,0.0
343,Kyle,Taylor,1262.26,2,false,taylorkyle,Fun!23,0.0
797,Teresa,Taylor,4958.94,0,true,taylorteresa,Fun!23,0.0
937,Sarah,Taylor,1164.84,0,false,taylorsarah,Fun!23,0.0
371,Kevin,Swanson,3910.54,0,false,swansonkevin,Fun!23,0.0
663,Gina,Swanson,1566.6,0,true,swansongina,Fun!23,0.0
876,Sandra,Sutton,5998.93,0,true,suttonsandra,Fun!23,0.0
553,Kylie,Summers,2070.01,0,false,summerskylie,Fun!23,0.0
765,David,Summers,4851.87,0,true,summersdavid,Fun!23,0.0
925,Kara,Summers,2669.83,0,false,summerskara,Fun!23,0.0
957,Daniel,Summers,4536.0,0,true,summersdaniel,Fun!23,0.0
289,Gregory,Sullivan,3615.96,0,true,sullivangregory,Fun!23,0.0
558,Ryan,Sullivan,3238.37,0,false,sullivanryan,Fun!23,0.0
775,Richard,Sullivan,4850.89,0,false,sullivanrichard,Fun!23,0.0
992,Monica,Sullivan,4001.72,0,false,sullivanmonica,Fun!23,0.0
484,Terri,Strickland,5834.28,0,false,stricklandterri,Fun!23,0.0
720,Teresa,Stewart,3826.69,0,true,stewartteresa,Fun!23,0.0
803,Mark,Stewart,2683.04,0,false,stewartmark,Fun!23,0.0
1027,Thomas,Stevenson,3025.34,0,false,stevensonthomas,Fun!23,0.0
122,Michele,Stevens,3145.38,0,true,stevensmichele,Fun!23,0.0
387,Mary,Stevens,2972.02,0,false,stevensmary,Fun!23,0.0
413,Anita,Stein,6023.45,0,true,steinanita,Fun!23,0.0
476,Wendy,Stanton,4900.63,0,false,stantonwendy,Fun!23,0.0
842,Sarah,Stanton,2955.6,0,true,stantonsarah,Fun!23,0.0
92,William,Staker,6460.66,0,true,stakerwilliam,Fun!23,0.0
385,Lisa,Stafford,5138.11,0,false,staffordlisa,Fun!23,0.0
427,Lisa,Spencer,1117.9,0,false,spencerlisa,Fun!23,0.0
416,David,Soto,4423.39,0,false,sotodavid,Fun!23,0.0
993,Luis,Solomon,3751.05,0,true,solomonluis,Fun!23,0.0
438,Jill,Solis,4161.66,0,false,solisjill,Fun!23,0.0
843,Marcia,Snyder,5779.72,0,true,snydermarcia,Fun!23,0.0
189,Michael,Smith,6439.92,0,true,smithmichael,Fun!23,0.0
232,Christian,Smith,2199.51,0,true,smithchristian,Fun!23,0.0
316,Laura,Smith,6460.73,0,false,smithlaura,Fun!23,0.0
362,Kenneth,Smith,5407.51,0,true,smithkenneth,Fun!23,0.0
384,Dean,Smith,6134.97,0,false,smithdean,Fun!23,0.0
453,Brandon,Smith,5469.04,0,true,smithbrandon,Fun!23,0.0
528,Margaret,Smith,4681.63,0,true,smithmargaret,Fun!23,0.0
